0056 NOV  0
0056 DEC  0
0056 JAN  0
0056 FEB  0
0056 MAR  0
0056 APR  0
0056 MAY  0
0056 JUN  0
0057 SEP  1
0057 OCT  3
0057 NOV  2
0057 DEC  3
0057 JAN  1
0057 FEB  0
0057 MAR  1
0057 APR  6
0057 MAY  6
0057 JUN  1
0058 SEP  0
0058 OCT  1
0058 NOV  0
0058 DEC  0
0058 JAN  0
0058 FEB  0
0058 MAR  1
0058 APR  0
0058 MAY  0
0058 JUN  0
0059 SEP  0
0059 OCT  0
0059 NOV  0
0059 DEC  0
0059 JAN  1
0059 FEB  0
0059 MAR  0
0059 APR  0
0059 MAY  0
0059 JUN  0
0060 SEP  0
0060 OCT  0
0060 NOV  0
0060 DEC  0
0060 JAN  3
0060 FEB  1
0060 MAR  0
0060 APR  0
0060 MAY  0
0060 JUN  0
0061 SEP  0
0061 OCT  2
0061 NOV  1
0061 DEC  1
0061 JAN  3
0061 FEB  1
0061 MAR  1
0061 APR  0
0061 MAY  1
0061 JUN  0
0062 SEP  1
0062 OCT  0
0062 NOV  1
0062 DEC  0
0062 JAN  0
0062 FEB  2
0062 MAR  0
0062 APR  0
0062 MAY  1
0062 JUN  1
0063 SEP  0
0063 OCT  3
0063 NOV  1
0063 DEC  0
0063 JAN  0
0063 FEB  0
0063 MAR  0
0063 APR  1
0063 MAY  1
0063 JUN  1
0064 SEP  0
0064 OCT  3
0064 NOV  6
0064 DEC  4
0064 JAN  3
0064 FEB  2
0064 MAR  1
0064 APR  0
0064 MAY  0
0064 JUN  1
0065 SEP  0
0065 OCT  0
0065 NOV  2
0065 DEC  6
0065 JAN  4
0065 FEB  1
0065 MAR  1
0065 APR  0
0065 MAY  1
0065 JUN  2
0066 SEP  1
0066 OCT  0
0066 NOV  3
0066 DEC  0
0066 JAN  6
0066 FEB  0
0066 MAR  3
0066 APR  5
0066 MAY  0
0066 JUN  2
0067 SEP  0
0067 OCT  0
0067 NOV  1
0067 DEC  0
0067 JAN  0
0067 FEB  0
0067 MAR  0
0067 APR  1
0067 MAY  0
0067 JUN  0
0068 SEP  0
0068 OCT  2
0068 NOV  0
0068 DEC  1
0068 JAN  0
0068 FEB  0
0068 MAR  0
0068 APR  0
0068 MAY  0
0068 JUN  0
0069 SEP  0
0069 OCT  0
0069 NOV  0
0069 DEC  0
0069 JAN  0
0069 FEB  0
0069 MAR  5
0069 APR  0
0069 MAY  0
0069 JUN  0
0070 SEP  2
0070 OCT  1
0070 NOV  2
0070 DEC  1
0070 JAN  0
0070 FEB  1
0070 MAR  0
0070 APR  0
0070 MAY  0
0070 JUN  0
0071 SEP  0
0071 OCT  0
0071 NOV  0
0071 DEC  1
0071 JAN  1
0071 FEB  0
0071 MAR  2
0071 APR  5
0071 MAY  0
0071 JUN  0
0072 SEP  0
0072 OCT  0
0072 NOV  0
0072 DEC  0
0072 JAN  0
0072 FEB  0
0072 MAR  0
0072 APR  0
0072 MAY  0
0072 JUN  0
0073 SEP  0
0073 OCT  3
0073 NOV  2
0073 DEC  0
0073 JAN  3
0073 FEB  1
0073 MAR  2
0073 APR  0
0073 MAY  0
0073 JUN  1
0074 SEP  1
0074 OCT  2
0074 NOV  0
0074 DEC  0
0074 JAN  0
0074 FEB  1
0074 MAR  1
0074 APR  0
0074 MAY  2
0074 JUN  0
0075 SEP  0
0075 OCT  0
0075 NOV  1
0075 DEC  0
0075 JAN  0
0075 FEB  0
0075 MAR  0
0075 APR  0
0075 MAY  0
0075 JUN  0
0076 SEP  0
0076 OCT  0
0076 NOV  0
0076 DEC  0
0076 JAN  0
0076 FEB  0
0076 MAR  0
0076 APR  0
0076 MAY  0
0076 JUN  0
0077 SEP  0
0077 OCT  0
0077 NOV  0
0077 DEC  0
0077 JAN  1
0077 FEB  0
0077 MAR  1
0077 APR  0
0077 MAY  0
0077 JUN  0
0078 SEP  0
0078 OCT  1
0078 NOV  2
0078 DEC  2
0078 JAN  5
0078 FEB  0
0078 MAR  1
0078 APR  0
0078 MAY  0
0078 JUN  0
0079 SEP  0
0079 OCT  0
0079 NOV  0
0079 DEC  0
0079 JAN  0
0079 FEB  0
0079 MAR  0
0079 APR  0
0079 MAY  0
0079 JUN  0
0080 SEP  0
0080 OCT  0
0080 NOV  0
0080 DEC  0
0080 JAN  9
0080 FEB  0
0080 MAR  1
0080 APR  0
0080 MAY  0
0080 JUN  0
0081 SEP  0
0081 OCT  0
0081 NOV  0
0081 DEC  3
0081 JAN  0
0081 FEB  0
0081 MAR  0
0081 APR  0
0081 MAY  0
0081 JUN  0
0082 SEP  0
0082 OCT  0
0082 NOV  0
0082 DEC  0
0082 JAN  0
0082 FEB  3
0082 MAR  0
0082 APR  1
0082 MAY  0
0082 JUN  0
0083 SEP  0
0083 OCT  0
0083 NOV  0
0083 DEC  0
0083 JAN  0
0083 FEB  1
0083 MAR  0
0083 APR  0
0083 MAY  0
0083 JUN  0
0084 SEP  0
0084 OCT  0
0084 NOV  0
0084 DEC  0
0084 JAN  2
0084 FEB  0
0084 MAR  0
0084 APR  0
0084 MAY  0
0084 JUN  0
0085 SEP  2
0085 OCT  0
0085 NOV  3
0085 DEC  4
0085 JAN 12
0085 FEB  0
0085 MAR  1
0085 APR  2
0085 MAY  2
0085 JUN  0
0086 SEP  0
0086 OCT  1
0086 NOV  1
0086 DEC  6
0086 JAN  5
0086 FEB  3
0086 MAR  0
0086 APR  0
0086 MAY  0
0086 JUN  0
0087 SEP  1
0087 OCT  2
0087 NOV  3
0087 DEC  0
0087 JAN  1
0087 FEB  8
0087 MAR  3
0087 APR  0
0087 MAY  2
0087 JUN  0
0088 SEP  1
0088 OCT  8
0088 NOV  5
0088 DEC  0
0088 JAN  3
0088 FEB  1
0088 MAR  0
0088 APR  0
0088 MAY  0
0088 JUN  2
0089 SEP  0
0089 OCT  0
0089 NOV  0
0089 DEC  0
0089 JAN  0
0089 FEB  0
0089 MAR  0
0089 APR  0
0089 MAY  0
0089 JUN  0
0090 SEP  0
0090 OCT  0
0090 NOV  0
0090 DEC  0
0090 JAN  0
0090 FEB  1
0090 MAR  0
0090 APR  0
0090 MAY  0
0090 JUN  0
0091 SEP  0
0091 OCT  0
0091 NOV  0
0091 DEC  0
0091 JAN  0
0091 FEB  1
0091 MAR  0
0091 APR  0
0091 MAY  0
0091 JUN  0
0092 SEP  0
0092 OCT  0
0092 NOV  1
0092 DEC  0
0092 JAN  1
0092 FEB  0
0092 MAR  0
0092 APR  0
0092 MAY  0
0092 JUN  0
0093 SEP  0
0093 OCT  0
0093 NOV  0
0093 DEC  2
0093 JAN  1
0093 FEB  6
0093 MAR  0
0093 APR  2
0093 MAY  0
0093 JUN  0
0094 SEP  0
0094 OCT  0
0094 NOV  0
0094 DEC  1
0094 JAN  0
0094 FEB  1
0094 MAR  0
0094 APR  0
0094 MAY  0
0094 JUN  0
0095 SEP  0
0095 OCT  1
0095 NOV  3
0095 DEC  2
0095 JAN  2
0095 FEB  0
0095 MAR  0
0095 APR  0
0095 MAY  0
0095 JUN  0
0096 SEP  0
0096 OCT  1
0096 NOV  2
0096 DEC  0
0096 JAN  5
0096 FEB  0
0096 MAR  2
0096 APR  0
0096 MAY  0
0096 JUN  0
0097 SEP  0
0097 OCT  0
0097 NOV  1
0097 DEC  5
0097 JAN  2
0097 FEB  2
0097 MAR  0
0097 APR  3
0097 MAY  0
0097 JUN  0
0098 SEP  0
0098 OCT  1
0098 NOV  0
0098 DEC  3
0098 JAN  7
0098 FEB  2
0098 MAR  4
0098 APR  0
0098 MAY  2
0098 JUN  0
0099 SEP  0
0099 OCT  0
0099 NOV  0
0099 DEC  0
0099 JAN  0
0099 FEB  0
0099 MAR  0
0099 APR  0
0099 MAY  0
0099 JUN  0
0100 SEP  1
0100 OCT  0
0100 NOV  3
0100 DEC  3
0100 JAN  2
0100 FEB  3
0100 MAR  0
0100 APR  1
0100 MAY  1
0100 JUN  0
0101 SEP  0
0101 OCT  0
0101 NOV  0
0101 DEC  1
0101 JAN  0
0101 FEB  0
0101 MAR  0
0101 APR  0
0101 MAY  0
0101 JUN  0
0102 SEP  0
0102 OCT  0
0102 NOV  0
0102 DEC  1
0102 JAN  0
0102 FEB  1
0102 MAR  0
0102 APR  0
0102 MAY  0
0102 JUN  0
0103 SEP  1
0103 OCT  0
0103 NOV  0
0103 DEC  2
0103 JAN  0
0103 FEB  0
0103 MAR  0
0103 APR  0
0103 MAY  2
0103 JUN  0
0104 SEP  0
0104 OCT  0
0104 NOV  0
0104 DEC  0
0104 JAN  7
0104 FEB  0
0104 MAR  0
0104 APR  0
0104 MAY  0
0104 JUN  0
0105 SEP  0
0105 OCT  0
0105 NOV  0
0105 DEC  1
0105 JAN  1
0105 FEB  5
0105 MAR  0
0105 APR  0
0105 MAY  0
0105 JUN  0
0106 SEP  0
0106 OCT  0
0106 NOV  0
0106 DEC  0
0106 JAN  0
0106 FEB  0
0106 MAR  2
0106 APR  1
0106 MAY  0
0106 JUN  0
0107 SEP  0
0107 OCT  0
0107 NOV  1
0107 DEC  0
0107 JAN  0
0107 FEB  0
0107 MAR  1
0107 APR  0
0107 MAY  0
0107 JUN  0
0108 SEP  0
0108 OCT  0
0108 NOV  1
0108 DEC  1
0108 JAN  0
0108 FEB  5
0108 MAR  0
0108 APR  0
0108 MAY  0
0108 JUN  0
0109 SEP  0
0109 OCT  2
0109 NOV  0
0109 DEC  6
0109 JAN  2
0109 FEB  5
0109 MAR  0
0109 APR  0
0109 MAY  1
0109 JUN  0
0110 SEP  0
0110 OCT  1
0110 NOV  0
0110 DEC  0
0110 JAN  0
0110 FEB  0
0110 MAR  0
0110 APR  0
0110 MAY  0
0110 JUN  0
0111 SEP  0
0111 OCT  0
0111 NOV  0
0111 DEC  0
0111 JAN  1
0111 FEB  1
0111 MAR  0
0111 APR  0
0111 MAY  0
0111 JUN  0
0112 SEP  0
0112 OCT  0
0112 NOV  1
0112 DEC  1
0112 JAN  3
0112 FEB  0
0112 MAR  1
0112 APR  0
0112 MAY  0
0112 JUN  0
0113 SEP  0
0113 OCT  0
0113 NOV  2
0113 DEC  2
0113 JAN  0
0113 FEB  1
0113 MAR  1
0113 APR  3
0113 MAY  0
0113 JUN  0
0114 SEP  0
0114 OCT  0
0114 NOV  1
0114 DEC  5
0114 JAN  1
0114 FEB  0
0114 MAR  1
0114 APR  0
0114 MAY  0
0114 JUN  0
0115 SEP  0
0115 OCT  0
0115 NOV  0
0115 DEC  0
0115 JAN  0
0115 FEB  0
0115 MAR  0
0115 APR  0
0115 MAY  0
0115 JUN  0
0116 SEP  0
0116 OCT  0
0116 NOV  0
0116 DEC  0
0116 JAN  0
0116 FEB  3
0116 MAR  1
0116 APR  0
0116 MAY  0
0116 JUN  0
0117 SEP  2
0117 OCT  0
0117 NOV  1
0117 DEC  1
0117 JAN  7
0117 FEB  1
0117 MAR  1
0117 APR  0
0117 MAY  0
0117 JUN  0
0118 SEP  0
0118 OCT  2
0118 NOV  0
0118 DEC  0
0118 JAN  1
0118 FEB  0
0118 MAR  0
0118 APR  0
0118 MAY  0
0118 JUN  0
0119 SEP  0
0119 OCT  0
0119 NOV  0
0119 DEC  0
0119 JAN  0
0119 FEB  0
0119 MAR  3
0119 APR  0
0119 MAY  0
0119 JUN  0
0120 SEP  0
0120 OCT  0
0120 NOV  0
0120 DEC  3
0120 JAN  2
0120 FEB  1
0120 MAR  4
0120 APR  0
0120 MAY  0
0120 JUN  0
0121 SEP  0
0121 OCT  0
0121 NOV  1
0121 DEC  1
0121 JAN  0
0121 FEB  3
0121 MAR  0
0121 APR  1
0121 MAY  0
0121 JUN  0
0122 SEP  0
0122 OCT  0
0122 NOV  2
0122 DEC  0
0122 JAN  1
0122 FEB  2
0122 MAR  1
0122 APR  0
0122 MAY  0
0122 JUN  0
0123 SEP  0
0123 OCT  1
0123 NOV  0
0123 DEC  3
0123 JAN  1
0123 FEB  0
0123 MAR  1
0123 APR  0
0123 MAY  0
0123 JUN  0
0124 SEP  0
0124 OCT  0
0124 NOV  0
0124 DEC  1
0124 JAN  3
0124 FEB  3
0124 MAR  0
0124 APR  0
0124 MAY  0
0124 JUN  0
0125 SEP  1
0125 OCT  1
0125 NOV  3
0125 DEC  7
0125 JAN  1
0125 FEB  1
0125 MAR  0
0125 APR  1
0125 MAY  0
0125 JUN  0
0126 SEP  0
0126 OCT  0
0126 NOV  0
0126 DEC  1
0126 JAN  1
0126 FEB  1
0126 MAR  0
0126 APR  0
0126 MAY  1
0126 JUN  0
0127 SEP  0
0127 OCT  0
0127 NOV  0
0127 DEC  0
0127 JAN  0
0127 FEB  0
0127 MAR  0
0127 APR  0
0127 MAY  0
0127 JUN  0
0128 SEP  0
0128 OCT  0
0128 NOV  0
0128 DEC  1
0128 JAN  0
0128 FEB  0
0128 MAR  0
0128 APR  0
0128 MAY  0
0128 JUN  0
0129 SEP  0
0129 OCT  0
0129 NOV  0
0129 DEC  0
0129 JAN  0
0129 FEB  0
0129 MAR  0
0129 APR  0
0129 MAY  0
0129 JUN  0
0130 SEP  1
0130 OCT  0
0130 NOV  0
0130 DEC  0
0130 JAN  0
0130 FEB  0
0130 MAR  0
0130 APR  0
0130 MAY  0
0130 JUN  0
0131 SEP  0
0131 OCT  1
0131 NOV  4
0131 DEC  1
0131 JAN  0
0131 FEB  0
0131 MAR  1
0131 APR  1
0131 MAY  0
0131 JUN  0
0132 SEP  0
0132 OCT  4
0132 NOV  2
0132 DEC  4
0132 JAN  1
0132 FEB  0
0132 MAR  0
0132 APR  0
0132 MAY  0
0132 JUN  0
0133 SEP  0
0133 OCT  0
0133 NOV  0
0133 DEC  0
0133 JAN  0
0133 FEB  1
0133 MAR  0
0133 APR  0
0133 MAY  0
0133 JUN  0
0134 SEP  0
0134 OCT  0
0134 NOV  0
0134 DEC  2
0134 JAN  0
0134 FEB  1
0134 MAR  3
0134 APR  0
0134 MAY  0
0134 JUN  1
0135 SEP  0
0135 OCT  0
0135 NOV  0
0135 DEC  0
0135 JAN  0
0135 FEB  0
0135 MAR  0
0135 APR  0
0135 MAY  0
0135 JUN  0
0136 SEP  1
0136 OCT  0
0136 NOV  4
0136 DEC  0
0136 JAN  0
0136 FEB  0
0136 MAR  1
0136 APR  0
0136 MAY  0
0136 JUN  0
0137 SEP  0
0137 OCT  0
0137 NOV  1
0137 DEC  0
0137 JAN  2
0137 FEB  0
0137 MAR  0
0137 APR  0
0137 MAY  0
0137 JUN  0
0138 SEP  0
0138 OCT  0
0138 NOV  0
0138 DEC  0
0138 JAN  0
0138 FEB  0
0138 MAR  1
0138 APR  1
0138 MAY  0
0138 JUN  0
0139 SEP  0
0139 OCT  0
0139 NOV  8
0139 DEC  0
0139 JAN  0
0139 FEB  1
0139 MAR  0
0139 APR  0
0139 MAY  0
0139 JUN  0
0140 SEP  0
0140 OCT  2
0140 NOV  0
0140 DEC  1
0140 JAN  0
0140 FEB  1
0140 MAR  1
0140 APR  0
0140 MAY  0
0140 JUN  0
0141 SEP  0
0141 OCT  4
0141 NOV  3
0141 DEC  8
0141 JAN  0
0141 FEB  2
0141 MAR  0
0141 APR  1
0141 MAY  3
0141 JUN  4
0142 SEP  0
0142 OCT  0
0142 NOV  0
0142 DEC  0
0142 JAN  0
0142 FEB  0
0142 MAR  0
0142 APR  0
0142 MAY  0
0142 JUN  0
0143 SEP  2
0143 OCT  1
0143 NOV  6
0143 DEC  2
0143 JAN  5
0143 FEB 11
0143 MAR  1
0143 APR  1
0143 MAY  0
0143 JUN  0
0144 SEP  0
0144 OCT  0
0144 NOV  2
0144 DEC  0
0144 JAN  0
0144 FEB  0
0144 MAR  2
0144 APR  0
0144 MAY  0
0144 JUN  0
0145 SEP  0
0145 OCT  0
0145 NOV  0
0145 DEC  1
0145 JAN  0
0145 FEB  0
0145 MAR  1
0145 APR  0
0145 MAY  0
0145 JUN  0
0146 SEP  0
0146 OCT  0
0146 NOV  0
0146 DEC  1
0146 JAN  0
0146 FEB  0
0146 MAR  0
0146 APR  0
0146 MAY  0
0146 JUN  0
0147 SEP  0
0147 OCT  2
0147 NOV  0
0147 DEC  1
0147 JAN  1
0147 FEB  0
0147 MAR  0
0147 APR  1
0147 MAY  0
0147 JUN  0
0148 SEP  1
0148 OCT  1
0148 NOV  2
0148 DEC  0
0148 JAN  4
0148 FEB  0
0148 MAR  1
0148 APR  1
0148 MAY  0
0148 JUN  2
0149 SEP  0
0149 OCT  0
0149 NOV  0
0149 DEC  0
0149 JAN  0
0149 FEB  0
0149 MAR  0
0149 APR  0
0149 MAY  1
0149 JUN  0
0150 SEP  0
0150 OCT  1
0150 NOV  0
0150 DEC  1
0150 JAN  2
0150 FEB  0
0150 MAR  0
0150 APR  0
0150 MAY  0
0150 JUN  0
0151 SEP  0
0151 OCT  3
0151 NOV  1
0151 DEC  4
0151 JAN  1
0151 FEB  0
0151 MAR  0
0151 APR  0
0151 MAY  1
0151 JUN  4
0152 SEP  0
0152 OCT  0
0152 NOV  0
0152 DEC  1
0152 JAN  0
0152 FEB  0
0152 MAR  0
0152 APR  0
0152 MAY  0
0152 JUN  0
0153 SEP  0
0153 OCT  0
0153 NOV  1
0153 DEC  0
0153 JAN  1
0153 FEB  0
0153 MAR  1
0153 APR  0
0153 MAY  0
0153 JUN  0
0154 SEP  0
0154 OCT  0
0154 NOV  2
0154 DEC  2
0154 JAN  0
0154 FEB  0
0154 MAR  0
0154 APR  0
0154 MAY  0
0154 JUN  0
0155 SEP  0
0155 OCT  0
0155 NOV  0
0155 DEC  1
0155 JAN  0
0155 FEB  0
0155 MAR  0
0155 APR  0
0155 MAY  0
0155 JUN  0
0156 SEP  0
0156 OCT  1
0156 NOV  0
0156 DEC  0
0156 JAN  1
0156 FEB  0
0156 MAR  0
0156 APR  0
0156 MAY  0
0156 JUN  0
0157 SEP  0
0157 OCT  3
0157 NOV  2
0157 DEC  0
0157 JAN  0
0157 FEB  0
0157 MAR  0
0157 APR  0
0157 MAY  2
0157 JUN  0
0158 SEP  0
0158 OCT  1
0158 NOV  3
