0069 ENGLISH 11     C
0069 ALGEBRA 2      F
0069 CHEMISTRY      D
0069 US HISTORY     A
0069 PHYS ED        F
0069 DRAMA          D
0069 GERMAN 1       C
0070 ENGLISH 9      A
0070 GEOMETRY       D
0070 EARTH SCIENCE  C
0070 CIVICS         B
0070 PHYS ED        F
0070 BAND           F
0070 LATIN 1        F
0071 ENGLISH 12     A
0071 CALCULUS       C
0071 CHEMISTRY      C
0071 ECONOMICS      C
0071 PHYS ED        B
0071 JOURNALISM     C
0072 ENGLISH 11     C
0072 TRIGONOMETRY   C
0072 BIOLOGY 2      D
0072 US HISTORY     D
0072 PHYS ED        F
0072 FRENCH 1       A
0073 ENGLISH 11     C
0073 TRIGONOMETRY   C
0073 BIOLOGY 2      C
0073 US HISTORY     C
0073 PHYS ED        B
0073 HOME EC        C
0074 ENGLISH 10     B
0074 GEOMETRY       A
0074 BIOLOGY 1      B
0074 WORLD HISTORY  B
0074 PHYS ED        A
0074 JOURNALISM     B
0075 ENGLISH 12     C
0075 CALCULUS       C
0075 PHYSICS        C
0075 ECONOMICS      B
0075 PHYS ED        A
0075 JOURNALISM     C
0076 ENGLISH 10     B
0076 ALGEBRA 2      A
0076 BIOLOGY 1      C
0076 WORLD HISTORY  C
0076 PHYS ED        B
0076 METAL SHOP     C
0077 ENGLISH 9      B
0077 GEOMETRY       B
0077 EARTH SCIENCE  C
0077 CIVICS         F
0077 PHYS ED        C
0077 CHOIR          C
0078 ENGLISH 10     B
0078 GEOMETRY       B
0078 BIOLOGY 1      B
0078 WORLD HISTORY  A
0078 PHYS ED        C
0078 CHOIR          B
0079 ENGLISH 10     F
0079 ALGEBRA 2      C
0079 BIOLOGY 1      D
0079 WORLD HISTORY  A
0079 PHYS ED        D
0079 JOURNALISM     C
0079 METAL SHOP     C
0080 ENGLISH 12     B
0080 TRIGONOMETRY   C
0080 CHEMISTRY      B
0080 ECONOMICS      C
0080 PHYS ED        B
0080 DRIVER ED      C
0081 ENGLISH 9      B
0081 GEOMETRY       B
0081 GEN SCIENCE    B
0081 CIVICS         C
0081 PHYS ED        A
0081 GERMAN 1       A
0082 ENGLISH 12     F
0082 TRIGONOMETRY   C
0082 CHEMISTRY      B
0082 ECONOMICS      C
0082 PHYS ED        D
0082 CHOIR          C
0082 BAND           B
0083 ENGLISH 9      C
0083 GEOMETRY       D
0083 EARTH SCIENCE  D
0083 CIVICS         D
0083 PHYS ED        F
0083 WOOD SHOP      C
0083 TYPING 1       A
0084 ENGLISH 12     B
0084 TRIGONOMETRY   C
0084 CHEMISTRY      B
0084 ECONOMICS      C
0084 PHYS ED        C
0084 AUTO SHOP      C
0085 ENGLISH 12     C
0085 CALCULUS       A
0085 PHYSICS        B
0085 ECONOMICS      D
0085 PHYS ED        C
0085 SPANISH 1      B
0086 ENGLISH 11     C
0086 ALGEBRA 2      D
0086 CHEMISTRY      A
0086 US HISTORY     C
0086 PHYS ED        A
0086 BAND           C
0086 LATIN 1        C
0087 ENGLISH 10     B
0087 GEOMETRY       A
0087 BIOLOGY 1      A
0087 WORLD HISTORY  C
0087 PHYS ED        C
0087 BAND           C
0087 LATIN 1        A
0088 ENGLISH 11     A
0088 TRIGONOMETRY   C
0088 BIOLOGY 2      F
0088 US HISTORY     B
0088 PHYS ED        B
0088 LATIN 1        A
0089 ENGLISH 9      C
0089 ALGEBRA 1      D
0089 GEN SCIENCE    F
0089 CIVICS         C
0089 PHYS ED        F
0089 SPANISH 2      A
0089 GERMAN 1       C
0090 ENGLISH 11     C
0090 TRIGONOMETRY   C
0090 BIOLOGY 2      B
0090 US HISTORY     C
0090 PHYS ED        B
0090 GERMAN 1       C
0091 ENGLISH 12     B
0091 TRIGONOMETRY   A
0091 PHYSICS        B
0091 ECONOMICS      C
0091 PHYS ED        C
0091 ART 1          A
0091 TYPING 1       C
0092 ENGLISH 9      F
0092 GEOMETRY       C
0092 EARTH SCIENCE  A
0092 CIVICS         C
0092 PHYS ED        F
0092 COMPUTER LAB   A
0093 ENGLISH 12     D
0093 CALCULUS       A
0093 CHEMISTRY      B
0093 ECONOMICS      B
0093 PHYS ED        F
0093 ART 1          C
0094 ENGLISH 9      F
0094 ALGEBRA 1      B
0094 EARTH SCIENCE  C
0094 CIVICS         C
0094 PHYS ED        D
0094 HOME EC        B
0095 ENGLISH 10     B
0095 GEOMETRY       A
0095 BIOLOGY 1      C
0095 WORLD HISTORY  F
0095 PHYS ED        B
0095 GERMAN 1       A
0096 ENGLISH 11     B
0096 TRIGONOMETRY   C
0096 CHEMISTRY      B
0096 US HISTORY     C
0096 PHYS ED        B
0096 SPANISH 1      C
0097 ENGLISH 11     D
0097 ALGEBRA 2      A
0097 CHEMISTRY      C
0097 US HISTORY     C
0097 PHYS ED        C
0097 AUTO SHOP      C
0098 ENGLISH 11     B
0098 TRIGONOMETRY   F
0098 BIOLOGY 2      B
0098 US HISTORY     A
0098 PHYS ED        B
0098 GERMAN 1       B
0099 ENGLISH 10     C
0099 GEOMETRY       C
0099 BIOLOGY 1      A
0099 WORLD HISTORY  F
0099 PHYS ED        C
0099 AUTO SHOP      B
0099 DRIVER ED      A
0100 ENGLISH 10     F
0100 GEOMETRY       A
0100 BIOLOGY 1      A
0100 WORLD HISTORY  C
0100 PHYS ED        C
0100 LATIN 1        C
0101 ENGLISH 12     D
0101 CALCULUS       B
0101 CHEMISTRY      B
0101 ECONOMICS      B
0101 PHYS ED        C
0101 GERMAN 1       A
0101 JOURNALISM     B
0102 ENGLISH 12     F
0102 CALCULUS       D
0102 CHEMISTRY      C
0102 ECONOMICS      A
0102 PHYS ED        B
0102 LATIN 1        B
0103 ENGLISH 9      B
0103 GEOMETRY       C
0103 GEN SCIENCE    B
0103 CIVICS         C
0103 PHYS ED        B
0103 DRIVER ED      C
0104 ENGLISH 12     A
0104 CALCULUS       C
0104 CHEMISTRY      F
0104 ECONOMICS      C
0104 PHYS ED        F
0104 TYPING 1       C
0105 ENGLISH 11     A
0105 ALGEBRA 2      F
0105 BIOLOGY 2      D
0105 US HISTORY     A
0105 PHYS ED        C
0105 LATIN 1        A
0105 CHOIR          C
0106 ENGLISH 10     F
0106 ALGEBRA 2      D
0106 BIOLOGY 1      B
0106 WORLD HISTORY  C
0106 PHYS ED        B
0106 COMPUTER LAB   D
0107 ENGLISH 10     B
0107 GEOMETRY       B
0107 BIOLOGY 1      F
0107 WORLD HISTORY  A
0107 PHYS ED        F
0107 FRENCH 1       B
0108 ENGLISH 10     C
0108 GEOMETRY       A
0108 BIOLOGY 1      D
0108 WORLD HISTORY  A
0108 PHYS ED        A
0108 DRIVER ED      B
0108 ART 1          F
0109 ENGLISH 9      A
0109 GEOMETRY       C
0109 GEN SCIENCE    C
0109 CIVICS         C
0109 PHYS ED        B
0109 LATIN 1        A
0110 ENGLISH 9      C
0110 GEOMETRY       B
0110 EARTH SCIENCE  B
0110 CIVICS         B
0110 PHYS ED        C
0110 GERMAN 1       B
0111 ENGLISH 9      C
0111 GEOMETRY       F
0111 EARTH SCIENCE  C
0111 CIVICS         B
0111 PHYS ED        B
0111 GERMAN 1       D
0112 ENGLISH 12     C
0112 CALCULUS       C
0112 PHYSICS        D
0112 ECONOMICS      C
0112 PHYS ED        C
0112 COMPUTER LAB   B
0113 ENGLISH 9      F
0113 ALGEBRA 1      D
0113 EARTH SCIENCE  C
0113 CIVICS         B
0113 PHYS ED        B
0113 GERMAN 1       C
0114 ENGLISH 10     B
0114 GEOMETRY       F
0114 BIOLOGY 1      C
0114 WORLD HISTORY  B
0114 PHYS ED        B
0114 TYPING 1       B
0115 ENGLISH 12     F
0115 TRIGONOMETRY   F
0115 CHEMISTRY      C
0115 ECONOMICS      B
0115 PHYS ED        A
0115 JOURNALISM     A
0116 ENGLISH 10     B
0116 ALGEBRA 2      B
0116 BIOLOGY 1      B
0116 WORLD HISTORY  B
0116 PHYS ED        A
0116 AUTO SHOP      D
0117 ENGLISH 11     A
0117 ALGEBRA 2      D
0117 CHEMISTRY      C
0117 US HISTORY     D
0117 PHYS ED        B
0117 JOURNALISM     A
0118 ENGLISH 12     C
0118 TRIGONOMETRY   F
0118 PHYSICS        B
0118 ECONOMICS      B
0118 PHYS ED        F
0118 HOME EC        A
0119 ENGLISH 9      B
0119 ALGEBRA 1      A
0119 GEN SCIENCE    C
0119 CIVICS         C
0119 PHYS ED        A
0119 FRENCH 2       B
0119 FRENCH 1       C
0120 ENGLISH 12     A
0120 CALCULUS       D
0120 CHEMISTRY      C
0120 ECONOMICS      B
0120 PHYS ED        D
0120 JOURNALISM     B
0121 ENGLISH 12     B
0121 CALCULUS       B
0121 CHEMISTRY      F
0121 ECONOMICS      C
0121 PHYS ED        C
0121 CHOIR          B
0122 ENGLISH 9      D
0122 ALGEBRA 1      B
0122 GEN SCIENCE    C
0122 CIVICS         A
0122 PHYS ED        B
0122 WOOD SHOP      B
0123 ENGLISH 9      B
0123 GEOMETRY       F
0123 GEN SCIENCE    C
0123 CIVICS         B
0123 PHYS ED        C
0123 TYPING 1       A
0123 FRENCH 2       A
0124 ENGLISH 11     F
0124 TRIGONOMETRY   B
0124 CHEMISTRY      B
0124 US HISTORY     C
0124 PHYS ED        D
0124 DRIVER ED      F
0124 ART 1          D
0125 ENGLISH 11     C
0125 TRIGONOMETRY   D
0125 BIOLOGY 2      D
0125 US HISTORY     D
0125 PHYS ED        A
0125 JOURNALISM     A
0126 ENGLISH 11     A
0126 ALGEBRA 2      D
0126 BIOLOGY 2      B
0126 US HISTORY     C
0126 PHYS ED        A
0126 TYPING 1       F
0127 ENGLISH 12     B
0127 CALCULUS       A
0127 PHYSICS        F
0127 ECONOMICS      B
0127 PHYS ED        C
0127 DRAMA          A
0127 JOURNALISM     F
0128 ENGLISH 12     B
0128 CALCULUS       C
0128 CHEMISTRY      A
0128 ECONOMICS      C
0128 PHYS ED        B
0128 COMPUTER LAB   B
0129 ENGLISH 10     C
0129 GEOMETRY       C
0129 BIOLOGY 1      D
0129 WORLD HISTORY  A
0129 PHYS ED        B
0129 ART 1          B
0130 ENGLISH 10     D
0130 GEOMETRY       B
0130 BIOLOGY 1      F
0130 WORLD HISTORY  F
0130 PHYS ED        A
0130 COMPUTER LAB   C
0130 WOOD SHOP      C
0131 ENGLISH 12     B
0131 CALCULUS       C
0131 PHYSICS        A
0131 ECONOMICS      B
0131 PHYS ED        C
0131 METAL SHOP     B
0132 ENGLISH 9      C
0132 GEOMETRY       B
0132 GEN SCIENCE    B
0132 CIVICS         C
0132 PHYS ED        B
0132 TYPING 1       C
0133 ENGLISH 9      C
0133 ALGEBRA 1      C
0133 GEN SCIENCE    C
0133 CIVICS         A
0133 PHYS ED        B
0133 LATIN 1        B
0133 METAL SHOP     D
0134 ENGLISH 9      C
0134 ALGEBRA 1      B
0134 EARTH SCIENCE  D
0134 CIVICS         D
0134 PHYS ED        A
0134 METAL SHOP     B
0135 ENGLISH 11     D
0135 TRIGONOMETRY   A
0135 CHEMISTRY      B
0135 US HISTORY     B
0135 PHYS ED        B
0135 CHOIR          A
0136 ENGLISH 12     D
0136 TRIGONOMETRY   D
0136 PHYSICS        B
0136 ECONOMICS      B
0136 PHYS ED        A
0136 FRENCH 2       C
0137 ENGLISH 10     B
0137 ALGEBRA 2      C
0137 BIOLOGY 1      B
0137 WORLD HISTORY  C
0137 PHYS ED        C
0137 DRIVER ED      C
0137 COMPUTER LAB   B
0138 ENGLISH 10     A
0138 GEOMETRY       B
0138 BIOLOGY 1      F
0138 WORLD HISTORY  B
0138 PHYS ED        D
0138 JOURNALISM     B
0138 FRENCH 1       B
0139 ENGLISH 10     C
0139 ALGEBRA 2      C
0139 BIOLOGY 1      B
0139 WORLD HISTORY  B
0139 PHYS ED        F
0139 FRENCH 2       D
0140 ENGLISH 9      D
0140 GEOMETRY       F
0140 EARTH SCIENCE  A
0140 CIVICS         A
0140 PHYS ED        D
0140 WOOD SHOP      D
0141 ENGLISH 9      B
0141 ALGEBRA 1      B
0141 GEN SCIENCE    B
0141 CIVICS         C
0141 PHYS ED        C
0141 HOME EC        A
0142 ENGLISH 9      A
0142 GEOMETRY       A
0142 GEN SCIENCE    F
0142 CIVICS         B
0142 PHYS ED        B
0142 FRENCH 2       F
0143 ENGLISH 10     A
0143 GEOMETRY       B
0143 BIOLOGY 1      D
0143 WORLD HISTORY  A
0143 PHYS ED        C
0143 BAND           C
0144 ENGLISH 10     A
0144 ALGEBRA 2      D
0144 BIOLOGY 1      D
0144 WORLD HISTORY  A
0144 PHYS ED        C
0144 FRENCH 2       B
0144 SPANISH 2      C
0145 ENGLISH 9      B
0145 ALGEBRA 1      C
0145 GEN SCIENCE    C
0145 CIVICS         B
0145 PHYS ED        C
0145 BAND           C
0146 ENGLISH 12     C
0146 CALCULUS       A
0146 CHEMISTRY      C
0146 ECONOMICS      C
0146 PHYS ED        C
0146 DRAMA          C
0147 ENGLISH 9      A
0147 GEOMETRY       F
0147 EARTH SCIENCE  D
0147 CIVICS         B
0147 PHYS ED        A
0147 BAND           B
0148 ENGLISH 10     B
0148 ALGEBRA 2      D
0148 BIOLOGY 1      B
0148 WORLD HISTORY  F
0148 PHYS ED        F
0148 METAL SHOP     C
0148 BAND           A
0149 ENGLISH 11     B
0149 TRIGONOMETRY   C
0149 BIOLOGY 2      A
0149 US HISTORY     C
0149 PHYS ED        B
0149 DRIVER ED      C
0150 ENGLISH 9      B
0150 ALGEBRA 1      F
0150 GEN SCIENCE    B
0150 CIVICS         A
0150 PHYS ED        B
0150 BAND           C
0151 ENGLISH 11     F
0151 TRIGONOMETRY   B
0151 CHEMISTRY      B
0151 US HISTORY     D
0151 PHYS ED        B
0151 FRENCH 2       F
0152 ENGLISH 10     D
0152 GEOMETRY       C
0152 BIOLOGY 1      B
0152 WORLD HISTORY  C
0152 PHYS ED        A
0152 FRENCH 1       A
0153 ENGLISH 11     F
0153 ALGEBRA 2      C
0153 CHEMISTRY      A
0153 US HISTORY     A
0153 PHYS ED        B
0153 COMPUTER LAB   B
0154 ENGLISH 10     B
0154 GEOMETRY       C
0154 BIOLOGY 1      C
0154 WORLD HISTORY  D
0154 PHYS ED        B
0154 JOURNALISM     F
0155 ENGLISH 11     C
0155 TRIGONOMETRY   A
0155 CHEMISTRY      C
0155 US HISTORY     C
0155 PHYS ED        C
0155 FRENCH 1       B
0155 FRENCH 2       C
0156 ENGLISH 12     C
0156 CALCULUS       B
0156 PHYSICS        D
0156 ECONOMICS      B
0156 PHYS ED        B
0156 HOME EC        B
0001 BIOLOGY 2      F
0001 ENGLISH 11     D
0001 GEOMETRY       C
0001 COMPUTER LAB   A
0157 ENGLISH 9      F
0157 ALGEBRA 1      A
0157 EARTH SCIENCE  F
0157 CIVICS         B
0157 PHYS ED        D
0157 AUTO SHOP      D
0157 METAL SHOP     A
0158 ENGLISH 9      A
0158 GEOMETRY       C
0158 GEN SCIENCE    B
0158 CIVICS         C
0158 PHYS ED        C
0158 BAND           B
0158 HOME EC        A
0159 ENGLISH 11     B
0159 TRIGONOMETRY   D
0159 BIOLOGY 2      C
0159 US HISTORY     C
0159 PHYS ED        C
0159 ART 1          D
0160 ENGLISH 11     C
0160 TRIGONOMETRY   A
0160 BIOLOGY 2      F
0160 US HISTORY     A
0160 PHYS ED        C
0160 LATIN 1        A
0160 GERMAN 1       A
0002 BIOLOGY 2      F
0002 ENGLISH 11     B
0002 ALGEBRA 2      C
0002 PHYS ED        A
0161 ENGLISH 9      C
0161 GEOMETRY       F
0161 GEN SCIENCE    C
0161 CIVICS         B
0161 PHYS ED        B
0161 TYPING 1       A
0162 ENGLISH 11     F
0162 ALGEBRA 2      C
0162 BIOLOGY 2      F
0162 US HISTORY     B
0162 PHYS ED        A
0162 DRAMA          B
0163 ENGLISH 10     B
0163 GEOMETRY       B
0163 BIOLOGY 1      B
0163 WORLD HISTORY  C
0163 PHYS ED        A
0163 CHOIR          B
0164 ENGLISH 10     A
0164 GEOMETRY       B
0164 BIOLOGY 1      B
0164 WORLD HISTORY  C
0164 PHYS ED        F
0164 COMPUTER LAB   C
0165 ENGLISH 12     B
0165 CALCULUS       B
0165 PHYSICS        A
0165 ECONOMICS      A
0165 PHYS ED        A
0165 FRENCH 2       D
0166 ENGLISH 11     D
0166 ALGEBRA 2      B
0166 BIOLOGY 2      A
0166 US HISTORY     B
0166 PHYS ED        C
0166 BAND           B
0167 ENGLISH 10     B
0167 GEOMETRY       A
0167 BIOLOGY 1      C
0167 WORLD HISTORY  C
0167 PHYS ED        C
0167 JOURNALISM     A
0168 ENGLISH 12     C
0168 CALCULUS       B
0168 PHYSICS        B
0168 ECONOMICS      B
0168 PHYS ED        C
0168 SPANISH 2      A
0169 ENGLISH 9      A
0169 GEOMETRY       D
0169 GEN SCIENCE    A
0169 CIVICS         C
0169 PHYS ED        D
0169 LATIN 1        B
